ID	Age	Gender	Nationality	Handedness	computerType	userAgent	ipAddress	colorDepth	completionCode	initialTimeStamp	finalTimeStamp	ishiharaScore	amountPaid
855	23	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36	202.12.83.44	24	1306812775	2014-08-11 12:27:10	2014-08-11 12:31:26	3/8	4
856	23	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36	202.12.83.44	24	1377922303	2014-08-11 12:32:58	0000-00-00 00:00:00	8/8	10
857	23	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36	202.12.83.44	24	1376169357	2014-08-11 12:36:30	0000-00-00 00:00:00	8/8	42
858	23	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36	202.12.83.44	24	1092502615	2014-08-11 12:41:07	0000-00-00 00:00:00	8/8	10
859	34	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	180.215.103.242	24	1324714112	2014-08-11 12:45:59	2014-08-11 13:47:34	8/8	227
860	30	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.0 Safari/537.4	117.221.242.69	32	1203698953	2014-08-11 13:02:03	0000-00-00 00:00:00	8/8	30
861	22	Female	Albania	Left-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	130.91.120.101	24	1372012204	2014-08-11 13:22:58	0000-00-00 00:00:00	8/8	20
862	32	Male	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	198.233.88.206	24	1090415542	2014-08-11 13:39:22	0000-00-00 00:00:00	8/8	10
863	32	Male	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	198.233.88.206	24	1372482836	2014-08-11 13:44:00	0000-00-00 00:00:00	8/8	48
864	30	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.203.96.76	24	1205199982	2014-08-11 13:52:01	0000-00-00 00:00:00	7/8	9
865	31	Female	India	Ambidextrous	Laptop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.203.96.76	24	1149739382	2014-08-11 13:58:19	0000-00-00 00:00:00	8/8	20
866	31	Male	Guinea	Ambidextrous	Laptop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.203.96.76	24	1185340929	2014-08-11 14:14:05	2014-08-11 14:14:45	3/8	4
867	31	Male	India	Left-handed	Laptop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.203.96.76	24	1228177447	2014-08-11 14:15:35	2014-08-11 14:16:33	4/8	5
868	29	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0	117.203.96.76	24	1210963437	2014-08-11 14:30:00	0000-00-00 00:00:00	8/8	45
869	25	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.201.252.236	24	1360990306	2014-08-11 14:32:57	0000-00-00 00:00:00	8/8	39
870	50	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/6.1.5 Safari/537.77.4	99.103.198.99	24	1334784806	2014-08-11 14:38:26	0000-00-00 00:00:00	8/8	48
871	29	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	14.96.76.160	24	1382597293	2014-08-11 19:14:56	2014-08-11 19:48:34	8/8	128
872	38	Female	India	Right-handed	CRT Desktop	Mozilla/5.0 (Windows NT 6.2; rv:31.0) Gecko/20100101 Firefox/31.0	42.104.60.179	24	1289746531	2014-08-11 19:26:52	0000-00-00 00:00:00	8/8	10
873	29	Female	United States	Right-handed	Laptop	Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53	107.223.51.253	32	1169409460	2014-08-11 19:42:12	0000-00-00 00:00:00	NULL	NULL
874	29	Female	United States	Right-handed	Laptop	Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53	107.223.51.253	32	1074003756	2014-08-11 19:43:43	0000-00-00 00:00:00	NULL	NULL
875	29	Male	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1; rv:24.0) Gecko/20100101 Firefox/24.0	14.96.92.112	24	1324360967	2014-08-11 19:54:59	2014-08-11 21:26:50	8/8	191
876	49	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0	116.202.149.242	24	1018916222	2014-08-11 23:50:16	2014-08-12 01:05:14	8/8	59
877	33	Male	Russian Federation	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 Safari/537.22	80.245.249.252	32	1267473903	2014-08-12 00:38:50	2014-08-12 01:25:35	8/8	251
878	34	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	122.175.15.0	24	1280356307	2014-08-12 02:33:26	0000-00-00 00:00:00	8/8	28
879	34	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	122.175.15.0	24	1256993842	2014-08-12 02:42:26	0000-00-00 00:00:00	8/8	10
880	25	Female	India	Right-handed	CRT Desktop	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/6.0.437.3 Safari/534.1	49.204.184.94	32	1132486909	2014-08-12 03:08:35	0000-00-00 00:00:00	8/8	10
881	36	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.221.175.172	24	1165295993	2014-08-12 03:40:26	0000-00-00 00:00:00	8/8	10
882	36	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.221.175.172	24	1293212326	2014-08-12 03:49:02	0000-00-00 00:00:00	8/8	10
883	36	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.221.175.172	24	1145415699	2014-08-12 03:57:09	0000-00-00 00:00:00	8/8	10
884	23	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0	117.211.43.194	24	1104217802	2014-08-12 04:19:47	0000-00-00 00:00:00	NULL	0
885	34	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	122.175.9.119	24	1373004579	2014-08-12 04:32:25	0000-00-00 00:00:00	7/8	47
886	34	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	122.175.9.119	24	1268825880	2014-08-12 04:44:39	0000-00-00 00:00:00	8/8	47
887	36	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	49.206.104.158	24	1033180268	2014-08-12 07:53:59	2014-08-12 09:11:03	7/8	66
888	21	Female	Albania	Left-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	74.103.152.69	24	1395371842	2014-08-12 20:00:03	2014-08-12 20:00:25	3/8	4
889	38	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.2; rv:31.0) Gecko/20100101 Firefox/31.0	42.104.60.60	24	1005364462	2014-08-12 20:25:10	0000-00-00 00:00:00	7/8	9
890	32	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0	117.206.83.34	24	1356318707	2014-08-12 20:30:52	2014-08-12 21:28:02	8/8	266
891	37	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	65.16.24.196	24	1145687661	2014-08-12 21:43:35	2014-08-12 21:50:04	4/8	5
892	22	Male	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	162.231.21.245	24	1086594183	2014-08-12 21:49:49	0000-00-00 00:00:00	8/8	39
893	22	Male	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	162.231.21.245	24	1218963381	2014-08-12 22:05:22	0000-00-00 00:00:00	NULL	0
894	32	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0	117.206.83.34	24	1046053367	2014-08-12 22:15:43	2014-08-12 23:25:27	8/8	268
895	30	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.213.134.192	24	1314555555	2014-08-12 22:33:51	0000-00-00 00:00:00	7/8	46
896	42	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	122.164.137.39	24	1036376861	2014-08-12 22:48:57	2014-08-12 23:53:53	8/8	257
897	45	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	99.195.213.40	24	1016614758	2014-08-12 23:06:08	2014-08-12 23:55:27	7/8	118
898	21	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0	24.10.133.241	24	1010911709	2014-08-12 23:19:04	0000-00-00 00:00:00	NULL	0
899	34	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	116.202.160.162	24	1112821599	2014-08-12 23:30:46	2014-08-13 00:32:27	8/8	253
900	39	Male	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0	180.215.72.98	24	1367794708	2014-08-13 00:15:26	0000-00-00 00:00:00	NULL	NULL
901	23	Male	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.253.185.228	24	1003758249	2014-08-13 00:16:31	2014-08-13 00:17:49	4/8	5
902	23	Male	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.253.185.228	24	1140219370	2014-08-13 00:20:37	2014-08-13 01:11:51	8/8	264
903	39	Male	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0	180.215.22.7	24	1014248298	2014-08-13 00:22:53	2014-08-13 01:24:00	8/8	76
904	34	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	180.215.115.26	24	1210880951	2014-08-13 01:37:53	2014-08-13 02:49:21	8/8	254
905	29	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	14.96.115.193	24	1105989531	2014-08-13 02:10:49	2014-08-13 03:07:42	8/8	255
906	61	Female	United States	Left-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	107.2.151.165	24	1273675836	2014-08-13 03:04:55	2014-08-13 03:10:53	6/8	8
907	26	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	14.99.187.145	24	1087628147	2014-08-13 03:38:44	2014-08-13 03:42:02	6/8	8
908	26	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	14.99.187.145	24	1145233902	2014-08-13 03:42:57	2014-08-13 03:44:28	4/8	5
909	26	Male	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	70.117.108.101	24	1158824026	2014-08-13 03:43:41	0000-00-00 00:00:00	8/8	45
910	57	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	98.202.222.204	24	1049178612	2014-08-13 03:47:46	2014-08-13 03:50:05	6/8	8
911	32	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	23.255.181.151	24	1260756666	2014-08-13 03:48:07	0000-00-00 00:00:00	NULL	NULL
912	32	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	14.99.222.210	24	1045677057	2014-08-13 03:49:22	2014-08-13 04:37:55	8/8	283
913	33	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	75.132.227.213	24	1397491066	2014-08-13 03:52:50	0000-00-00 00:00:00	8/8	46
914	24	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	76.110.69.161	24	1108407548	2014-08-13 03:53:21	0000-00-00 00:00:00	8/8	114
915	25	Male	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	50.153.119.137	24	1248447132	2014-08-13 03:55:48	0000-00-00 00:00:00	8/8	39
916	25	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0	24.189.118.163	24	1042779049	2014-08-13 04:00:09	0000-00-00 00:00:00	7/8	9
917	32	Male	United States	Right-handed	CRT Desktop	Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0	71.175.233.138	24	1266597024	2014-08-13 04:02:15	0000-00-00 00:00:00	8/8	10
918	31	Female	United States	Right-handed	Laptop	Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:31.0) Gecko/20100101 Firefox/31.0	184.9.187.161	24	1156442208	2014-08-13 04:10:11	0000-00-00 00:00:00	8/8	10
919	31	Female	United States	Right-handed	Laptop	Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:31.0) Gecko/20100101 Firefox/31.0	184.9.187.161	24	1375145824	2014-08-13 04:16:31	0000-00-00 00:00:00	8/8	46
920	27	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	49.249.174.63	24	1234693692	2014-08-13 04:19:48	0000-00-00 00:00:00	8/8	57
921	36	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	174.26.55.108	24	1350596768	2014-08-13 04:28:04	0000-00-00 00:00:00	8/8	39
922	42	Male	United States	Right-handed	CRT Desktop	Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0	50.131.8.11	24	1267919728	2014-08-13 04:28:24	0000-00-00 00:00:00	8/8	10
923	24	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36 OPR/23.0.1522.72	122.174.21.155	24	1182985835	2014-08-13 04:29:43	0000-00-00 00:00:00	8/8	29
924	44	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.0; rv:31.0) Gecko/20100101 Firefox/31.0	216.163.25.79	24	1235891807	2014-08-13 04:35:11	2014-08-13 04:42:16	4/8	5
925	25	Male	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	50.153.119.137	24	1074351767	2014-08-13 04:46:16	0000-00-00 00:00:00	8/8	30
926	38	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	14.96.115.193	24	1007515676	2014-08-13 04:47:23	2014-08-13 06:24:37	8/8	222
927	48	Male	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36	108.74.192.14	24	1358968612	2014-08-13 04:48:06	0000-00-00 00:00:00	8/8	10
928	36	Female	United States	Right-handed	CRT Desktop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	174.26.55.108	24	1018704732	2014-08-13 04:48:07	0000-00-00 00:00:00	NULL	0
929	36	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	174.26.55.108	24	1285289552	2014-08-13 04:49:34	0000-00-00 00:00:00	8/8	39
930	24	Male	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	50.153.119.137	24	1239900991	2014-08-13 04:55:08	0000-00-00 00:00:00	NULL	0
931	24	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36 OPR/23.0.1522.72	122.174.21.155	24	1366278997	2014-08-13 04:55:58	0000-00-00 00:00:00	8/8	29
932	24	Male	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	50.153.119.137	24	NULL	2014-08-13 05:02:34	0000-00-00 00:00:00	NULL	NULL
933	24	Male	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/6.1.3 Safari/537.75.14	50.153.119.137	24	1275301330	2014-08-13 05:02:55	0000-00-00 00:00:00	8/8	30
934	32	Male	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0	71.175.131.252	24	1272247721	2014-08-13 05:03:01	2014-08-13 06:27:32	8/8	206
935	23	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	117.193.244.113	24	1058564841	2014-08-13 05:07:25	0000-00-00 00:00:00	8/8	47
936	26	Male	United States	Left-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	68.43.86.182	24	1409586728	2014-08-13 05:12:00	0000-00-00 00:00:00	8/8	28
937	42	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0	122.167.226.67	24	1202591358	2014-08-13 05:16:43	0000-00-00 00:00:00	NULL	0
938	42	Female	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0	122.167.226.67	24	1137437473	2014-08-13 05:24:17	0000-00-00 00:00:00	NULL	0
939	59	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0	71.9.97.176	24	1115299166	2014-08-13 05:30:18	0000-00-00 00:00:00	8/8	10
940	36	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	174.26.55.108	24	1390414038	2014-08-13 05:35:16	0000-00-00 00:00:00	8/8	163
941	26	Male	United States	Left-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	68.43.86.182	24	1141574631	2014-08-13 05:40:45	0000-00-00 00:00:00	NULL	0
942	26	Male	United States	Left-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	68.43.86.182	24	1094743315	2014-08-13 05:42:30	0000-00-00 00:00:00	8/8	39
943	32	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	71.40.253.99	24	1192773025	2014-08-13 06:22:15	2014-08-13 06:24:28	5/8	6
944	31	Male	United States	Ambidextrous	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	68.14.20.167	24	1378603939	2014-08-13 06:35:12	0000-00-00 00:00:00	8/8	29
945	49	Female	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0	116.202.232.106	24	1350569770	2014-08-13 07:16:01	2014-08-13 07:18:15	6/8	8
946	38	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	63.152.185.236	24	1215664243	2014-08-13 07:30:23	2014-08-13 08:26:21	8/8	240
947	51	Male	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0	98.157.204.54	24	1141179212	2014-08-13 07:32:17	0000-00-00 00:00:00	8/8	58
948	25	Male	South Africa	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0	54.240.197.234	24	1333266679	2014-08-13 07:56:25	0000-00-00 00:00:00	8/8	10
949	20	Female	United States	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	67.191.102.165	24	1006140655	2014-08-13 07:56:37	0000-00-00 00:00:00	8/8	29
950	19	Male	Albania	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0	54.240.197.233	24	1240639262	2014-08-13 07:57:17	0000-00-00 00:00:00	NULL	NULL
951	20	Male	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	74.96.237.163	24	1165552933	2014-08-13 08:18:46	0000-00-00 00:00:00	8/8	83
952	42	Male	United States	Left-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	69.242.48.103	24	1403284625	2014-08-13 08:32:52	2014-08-13 08:47:56	8/8	40
953	22	Male	India	Right-handed	Laptop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36	109.91.184.65	24	1261489668	2014-08-13 08:37:42	2014-08-13 09:11:38	8/8	68
954	28	Female	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	71.192.21.28	24	1277193717	2014-08-13 08:47:46	2014-08-13 10:03:08	8/8	258
955	22	Male	United States	Left-handed	LCD Desktop	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0	108.73.78.137	24	1308739590	2014-08-13 08:52:41	2014-08-13 08:56:02	2/8	3
956	29	Male	India	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1; rv:24.0) Gecko/20100101 Firefox/24.0	14.96.78.70	24	1156389689	2014-08-13 08:53:31	2014-08-13 09:57:26	8/8	274
957	58	Male	United States	Right-handed	LCD Desktop	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36	24.58.255.108	24	1068525315	2014-08-13 08:57:02	0000-00-00 00:00:00	NULL	0
